,Origin,Destination,COO_COD,dcode,ocode,COO_total,Pct
0,Afghanistan,Pakistan,1392610,PAK,AFG,2624225,0.5306747706465719
1,Afghanistan,Iran (Islamic Rep. of),951142,IRN,AFG,2624225,0.36244681763187225
2,Afghanistan,Germany,104385,DEU,AFG,2624225,0.03977745810667911
3,Afghanistan,Austria,26939,AUT,AFG,2624225,0.010265506959197477
4,Afghanistan,Sweden,25645,SWE,AFG,2624225,0.009772408996941954
5,Afghanistan,Italy,17171,ITA,AFG,2624225,0.006543265154474178
6,Afghanistan,France,13425,FRA,AFG,2624225,0.005115796092179596
7,Afghanistan,Australia,10922,AUS,AFG,2624225,0.004161990682963542
8,Afghanistan,United Kingdom,9858,GBR,AFG,2624225,0.003756537644447408
9,Afghanistan,Switzerland,8151,CHE,AFG,2624225,0.003106059884346807
10,Afghanistan,India,7758,IND,AFG,2624225,0.0029563013842181978
11,Afghanistan,Norway,6490,NOR,AFG,2624225,0.0024731111089940838
12,Afghanistan,Netherlands,6205,NLD,AFG,2624225,0.002364507616534405
13,Afghanistan,Turkey,5603,TUR,AFG,2624225,0.0021351065552686985
14,Afghanistan,Indonesia,5477,IDN,AFG,2624225,0.0020870923796549455
15,Afghanistan,Greece,4751,GRC,AFG,2624225,0.001810439272547133
16,Afghanistan,Canada,3356,CAN,AFG,2624225,0.001278853756823443
17,Afghanistan,Belgium,3201,BEL,AFG,2624225,0.001219788699520811
18,Afghanistan,Denmark,2668,DNK,AFG,2624225,0.0010166811153769209
19,Afghanistan,Finland,2571,FIN,AFG,2624225,0.0009797178214520478
20,Afghanistan,Tajikistan,2516,TJK,AFG,2624225,0.0009587592527317589
21,Afghanistan,Serbia and Kosovo (S/RES/1244 (1999)),2182,SRB,AFG,2624225,0.000831483580866732
22,Afghanistan,United States of America,1564,USA,AFG,2624225,0.0005959854814278501
23,Afghanistan,Hungary,1412,HUN,AFG,2624225,0.0005380636187826883
24,Afghanistan,Ukraine,1410,UKR,AFG,2624225,0.0005373014890110413
25,Afghanistan,Syrian Arab Rep.,1221,SYR,AFG,2624225,0.0004652802255904124
26,Afghanistan,Russian Federation,661,RUS,AFG,2624225,0.0002518838895292896
27,Afghanistan,Azerbaijan,587,AZE,AFG,2624225,0.00022368508797835553
28,Afghanistan,Kazakhstan,561,KAZ,AFG,2624225,0.00021377740094694625
29,Afghanistan,Malaysia,389,MYS,AFG,2624225,0.00014823424058531566
30,Afghanistan,Spain,287,ESP,AFG,2624225,0.00010936562223132545
31,Afghanistan,Slovakia,246,SVK,AFG,2624225,9.374196191256467e-05
32,Afghanistan,Kyrgyzstan,236,KGZ,AFG,2624225,8.993131305433033e-05
33,Afghanistan,Czech Rep.,234,CZE,AFG,2624225,8.916918328268346e-05
34,Afghanistan,Ireland,230,IRL,AFG,2624225,8.764492373938972e-05
35,Afghanistan,Lithuania,212,LTU,AFG,2624225,8.078575579456791e-05
36,Afghanistan,Belarus,209,BLR,AFG,2624225,7.964256113709762e-05
37,Afghanistan,Bulgaria,169,BGR,AFG,2624225,6.439996570416028e-05
38,Afghanistan,Romania,152,ROU,AFG,2624225,5.7921862645161904e-05
39,Afghanistan,Sri Lanka,133,LKA,AFG,2624225,5.0681629814516666e-05
40,Afghanistan,Papua New Guinea,117,PNG,AFG,2624225,4.458459164134173e-05
41,Afghanistan,Brazil,99,BRA,AFG,2624225,3.772542369651992e-05
42,Afghanistan,Poland,99,POL,AFG,2624225,3.772542369651992e-05
43,Afghanistan,Ecuador,94,ECU,AFG,2624225,3.5820099267402755e-05
44,Afghanistan,Thailand,88,THA,AFG,2624225,3.3533709952462154e-05
45,Afghanistan,Nauru,81,NRU,AFG,2624225,3.086625575169812e-05
46,Afghanistan,Latvia,58,LVA,AFG,2624225,2.210176337775915e-05
47,Afghanistan,Nepal,57,NPL,AFG,2624225,2.1720698491935714e-05
48,Afghanistan,Japan,51,JPN,AFG,2624225,1.9434309176995113e-05
49,Afghanistan,Croatia,45,HRV,AFG,2624225,1.714791986205451e-05
50,Afghanistan,Cuba,45,CUB,AFG,2624225,1.714791986205451e-05
51,Afghanistan,Iceland,44,ISL,AFG,2624225,1.6766854976231077e-05
52,Afghanistan,Luxembourg,43,LUX,AFG,2624225,1.6385790090407646e-05
53,Afghanistan,New Zealand,42,NZL,AFG,2624225,1.600472520458421e-05
54,Afghanistan,Slovenia,41,SVN,AFG,2624225,1.5623660318760776e-05
55,Afghanistan,Rep. of Korea,37,KOR,AFG,2624225,1.4099400775467043e-05
56,Afghanistan,Estonia,23,EST,AFG,2624225,8.764492373938973e-06
57,Afghanistan,Lebanon,22,LBN,AFG,2624225,8.383427488115539e-06
58,Afghanistan,Uzbekistan,20,UZB,AFG,2624225,7.621297716468672e-06
59,Afghanistan,Portugal,18,PRT,AFG,2624225,6.859167944821804e-06
60,Afghanistan,Rep. of Moldova,18,MDA,AFG,2624225,6.859167944821804e-06
61,Afghanistan,Egypt,17,EGY,AFG,2624225,6.478103058998371e-06
62,Afghanistan,Turkmenistan,14,TKM,AFG,2624225,5.33490840152807e-06
63,Afghanistan,Chile,13,CHL,AFG,2624225,4.953843515704637e-06
64,Afghanistan,Philippines,13,PHL,AFG,2624225,4.953843515704637e-06
65,Afghanistan,Cyprus,12,CYP,AFG,2624225,4.572778629881203e-06
66,Afghanistan,Iraq,11,IRQ,AFG,2624225,4.191713744057769e-06
67,Afghanistan,Venezuela (Bolivarian Republic of),10,VEN,AFG,2624225,3.810648858234336e-06
68,Afghanistan,China,8,CHN,AFG,2624225,3.0485190865874687e-06
69,Afghanistan,Colombia,8,COL,AFG,2624225,3.0485190865874687e-06
70,Afghanistan,Jordan,8,JOR,AFG,2624225,3.0485190865874687e-06
71,Afghanistan,Kenya,8,KEN,AFG,2624225,3.0485190865874687e-06
72,Afghanistan,Fiji,7,FJI,AFG,2624225,2.667454200764035e-06
73,Afghanistan,Argentina,5,ARG,AFG,2624225,1.905324429117168e-06
74,Afghanistan,Nigeria,5,NGA,AFG,2624225,1.905324429117168e-06
75,Afghanistan,United Arab Emirates,5,ARE,AFG,2624225,1.905324429117168e-06
76,Afghanistan,Afghanistan,0,AFG,AFG,2624225,0.0
77,Afghanistan,Albania,0,ALB,AFG,2624225,0.0
78,Afghanistan,Algeria,0,DZA,AFG,2624225,0.0
79,Afghanistan,Angola,0,AGO,AFG,2624225,0.0
80,Afghanistan,Armenia,0,ARM,AFG,2624225,0.0
81,Afghanistan,Bosnia and Herzegovina,0,BIH,AFG,2624225,0.0
82,Afghanistan,Cayman Islands,0,CYM,AFG,2624225,0.0
83,Afghanistan,Chad,0,TCD,AFG,2624225,0.0
84,Afghanistan,"China, Hong Kong SAR",0,HKG,AFG,2624225,0.0
85,Afghanistan,Costa Rica,0,CRI,AFG,2624225,0.0
86,Afghanistan,Dominican Rep.,0,DOM,AFG,2624225,0.0
87,Afghanistan,Ethiopia,0,ETH,AFG,2624225,0.0
88,Afghanistan,Georgia,0,GEO,AFG,2624225,0.0
89,Afghanistan,Libya,0,LBY,AFG,2624225,0.0
90,Afghanistan,Liechtenstein,0,LIE,AFG,2624225,0.0
91,Afghanistan,Madagascar,0,MDG,AFG,2624225,0.0
92,Afghanistan,Malta,0,MLT,AFG,2624225,0.0
93,Afghanistan,Mauritania,0,MRT,AFG,2624225,0.0
94,Afghanistan,Mexico,0,MEX,AFG,2624225,0.0
95,Afghanistan,Mongolia,0,MNG,AFG,2624225,0.0
96,Afghanistan,Morocco,0,MAR,AFG,2624225,0.0
97,Afghanistan,Panama,0,PAN,AFG,2624225,0.0
98,Afghanistan,Saudi Arabia,0,SAU,AFG,2624225,0.0
99,Afghanistan,Sudan,0,SDN,AFG,2624225,0.0
100,Afghanistan,The former Yugoslav Republic of Macedonia,0,MKD,AFG,2624225,0.0
101,Albania,France,4349,FRA,ALB,12163,0.3575598125462468
102,Albania,United Kingdom,2423,GBR,ALB,12163,0.1992107210392173
103,Albania,United States of America,1527,USA,ALB,12163,0.12554468469949848
104,Albania,Germany,983,DEU,ALB,12163,0.08081887692181206
105,Albania,Canada,853,CAN,ALB,12163,0.07013072432787963
106,Albania,Italy,538,ITA,ALB,12163,0.04423250842719724
107,Albania,Belgium,534,BEL,ALB,12163,0.043903642193537776
108,Albania,Sweden,329,SWE,ALB,12163,0.027049247718490505
109,Albania,Greece,150,GRC,ALB,12163,0.012332483762229713
110,Albania,Austria,88,AUT,ALB,12163,0.007235057140508099
111,Albania,Switzerland,86,CHE,ALB,12163,0.0070706240236783685
112,Albania,Luxembourg,82,LUX,ALB,12163,0.00674175779001891
113,Albania,Ireland,78,IRL,ALB,12163,0.006412891556359451
114,Albania,Australia,59,AUS,ALB,12163,0.00485077694647702
115,Albania,Norway,27,NOR,ALB,12163,0.0022198470772013482
116,Albania,Argentina,18,ARG,ALB,12163,0.0014798980514675656
117,Albania,Mexico,8,MEX,ALB,12163,0.000657732467318918
118,Albania,Netherlands,8,NLD,ALB,12163,0.000657732467318918
119,Albania,Czech Rep.,6,CZE,ALB,12163,0.0004932993504891886
120,Albania,Ecuador,6,ECU,ALB,12163,0.0004932993504891886
121,Albania,Iceland,6,ISL,ALB,12163,0.0004932993504891886
122,Albania,Denmark,5,DNK,ALB,12163,0.0004110827920743238
123,Albania,Brazil,0,BRA,ALB,12163,0.0
124,Albania,Chile,0,CHL,ALB,12163,0.0
125,Albania,Croatia,0,HRV,ALB,12163,0.0
126,Albania,Cyprus,0,CYP,ALB,12163,0.0
127,Albania,Estonia,0,EST,ALB,12163,0.0
128,Albania,Finland,0,FIN,ALB,12163,0.0
129,Albania,Hungary,0,HUN,ALB,12163,0.0
130,Albania,Iraq,0,IRQ,ALB,12163,0.0
131,Albania,Lebanon,0,LBN,ALB,12163,0.0
132,Albania,Liechtenstein,0,LIE,ALB,12163,0.0
133,Albania,Malta,0,MLT,ALB,12163,0.0
134,Albania,New Zealand,0,NZL,ALB,12163,0.0
135,Albania,Portugal,0,PRT,ALB,12163,0.0
136,Albania,Rep. of Korea,0,KOR,ALB,12163,0.0
137,Albania,Romania,0,ROU,ALB,12163,0.0
138,Albania,Slovenia,0,SVN,ALB,12163,0.0
139,Albania,Spain,0,ESP,ALB,12163,0.0
140,Algeria,France,1654,FRA,DZA,3991,0.4144324730643949
141,Algeria,Germany,524,DEU,DZA,3991,0.13129541468303682
142,Algeria,Canada,390,CAN,DZA,3991,0.09771986970684039
143,Algeria,United Kingdom,323,GBR,DZA,3991,0.08093209721874217
144,Algeria,Ireland,189,IRL,DZA,3991,0.04735655224254573
145,Algeria,Italy,186,ITA,DZA,3991,0.04660486093710849
146,Algeria,Switzerland,160,CHE,DZA,3991,0.04009020295665247
147,Algeria,United States of America,131,USA,DZA,3991,0.032823853670759205
148,Algeria,Sweden,66,SWE,DZA,3991,0.016537208719619143
149,Algeria,Greece,62,GRC,DZA,3991,0.015534953645702832
150,Algeria,Belgium,46,BEL,DZA,3991,0.011525933350037584
151,Algeria,Spain,46,ESP,DZA,3991,0.011525933350037584
152,Algeria,Austria,43,AUT,DZA,3991,0.010774242044600351
153,Algeria,Argentina,30,ARG,DZA,3991,0.007516913054372337
154,Algeria,Netherlands,18,NLD,DZA,3991,0.0045101478326234025
155,Algeria,Finland,17,FIN,DZA,3991,0.004259584064144325
156,Algeria,Pakistan,17,PAK,DZA,3991,0.004259584064144325
157,Algeria,Hungary,15,HUN,DZA,3991,0.0037584565271861687
158,Algeria,Norway,12,NOR,DZA,3991,0.003006765221748935
159,Algeria,Australia,10,AUS,DZA,3991,0.0025056376847907794
160,Algeria,Senegal,9,SEN,DZA,3991,0.0022550739163117012
161,Algeria,Cyprus,8,CYP,DZA,3991,0.0020045101478326235
162,Algeria,Brazil,7,BRA,DZA,3991,0.0017539463793535455
163,Algeria,Tunisia,7,TUN,DZA,3991,0.0017539463793535455
164,Algeria,New Zealand,6,NZL,DZA,3991,0.0015033826108744675
165,Algeria,Morocco,5,MAR,DZA,3991,0.0012528188423953897
166,Algeria,Rep. of Korea,5,KOR,DZA,3991,0.0012528188423953897
167,Algeria,Syrian Arab Rep.,5,SYR,DZA,3991,0.0012528188423953897
168,Algeria,Albania,0,ALB,DZA,3991,0.0
169,Algeria,Angola,0,AGO,DZA,3991,0.0
170,Algeria,Bosnia and Herzegovina,0,BIH,DZA,3991,0.0
171,Algeria,Botswana,0,BWA,DZA,3991,0.0
172,Algeria,Bulgaria,0,BGR,DZA,3991,0.0
173,Algeria,Cameroon,0,CMR,DZA,3991,0.0
174,Algeria,Chad,0,TCD,DZA,3991,0.0
175,Algeria,Chile,0,CHL,DZA,3991,0.0
176,Algeria,Congo,0,COG,DZA,3991,0.0
177,Algeria,Croatia,0,HRV,DZA,3991,0.0
178,Algeria,Czech Rep.,0,CZE,DZA,3991,0.0
179,Algeria,CÌ«te d'Ivoire,0,CIV,DZA,3991,0.0
180,Algeria,Denmark,0,DNK,DZA,3991,0.0
181,Algeria,Egypt,0,EGY,DZA,3991,0.0
182,Algeria,El Salvador,0,SLV,DZA,3991,0.0
183,Algeria,Estonia,0,EST,DZA,3991,0.0
184,Algeria,Iceland,0,ISL,DZA,3991,0.0
185,Algeria,Indonesia,0,IDN,DZA,3991,0.0
186,Algeria,Iraq,0,IRQ,DZA,3991,0.0
187,Algeria,Jordan,0,JOR,DZA,3991,0.0
188,Algeria,Lebanon,0,LBN,DZA,3991,0.0
189,Algeria,Lesotho,0,LSO,DZA,3991,0.0
190,Algeria,Liberia,0,LBR,DZA,3991,0.0
191,Algeria,Libya,0,LBY,DZA,3991,0.0
192,Algeria,Liechtenstein,0,LIE,DZA,3991,0.0
193,Algeria,Luxembourg,0,LUX,DZA,3991,0.0
194,Algeria,Malaysia,0,MYS,DZA,3991,0.0
195,Algeria,Malta,0,MLT,DZA,3991,0.0
196,Algeria,Mauritania,0,MRT,DZA,3991,0.0
197,Algeria,Mexico,0,MEX,DZA,3991,0.0
198,Algeria,Montenegro,0,MNE,DZA,3991,0.0
199,Algeria,Poland,0,POL,DZA,3991,0.0
200,Algeria,Romania,0,ROU,DZA,3991,0.0
201,Algeria,Serbia and Kosovo (S/RES/1244 (1999)),0,SRB,DZA,3991,0.0
202,Algeria,Slovakia,0,SVK,DZA,3991,0.0
203,Algeria,Slovenia,0,SVN,DZA,3991,0.0
204,Algeria,South Africa,0,ZAF,DZA,3991,0.0
205,Algeria,Sudan,0,SDN,DZA,3991,0.0
206,Algeria,The former Yugoslav Republic of Macedonia,0,MKD,DZA,3991,0.0
207,Algeria,Turkey,0,TUR,DZA,3991,0.0
208,Algeria,Ukraine,0,UKR,DZA,3991,0.0
209,Algeria,United Arab Emirates,0,ARE,DZA,3991,0.0
210,Algeria,Venezuela (Bolivarian Republic of),0,VEN,DZA,3991,0.0
211,Algeria,Yemen,0,YEM,DZA,3991,0.0
212,American Samoa,Australia,0,AUS,ASM,0,
213,Andorra,Australia,0,AUS,AND,0,
214,Andorra,Brazil,0,BRA,AND,0,
215,Andorra,Germany,0,DEU,AND,0,
216,Andorra,United States of America,0,USA,AND,0,
217,Angola,France,3428,FRA,AGO,8267,0.41466069916535625
218,Angola,Brazil,1112,BRA,AGO,8267,0.13451070521349945
219,Angola,Germany,803,DEU,AGO,8267,0.09713318011370509
220,Angola,Switzerland,774,CHE,AGO,8267,0.09362525704608685
221,Angola,Dem. Rep. of the Congo,494,COD,AGO,8267,0.05975565501391073
222,Angola,Congo,318,COG,AGO,8267,0.03846619087940002
223,Angola,Ireland,236,IRL,AGO,8267,0.028547235998548446
224,Angola,United Kingdom,195,GBR,AGO,8267,0.023587758558122656
225,Angola,United States of America,157,USA,AGO,8267,0.018991169710898755
226,Angola,Finland,139,FIN,AGO,8267,0.01681383815168743
227,Angola,Canada,99,CAN,AGO,8267,0.01197532357566227
228,Angola,Belgium,91,BEL,AGO,8267,0.01100762066045724
229,Angola,Austria,82,AUT,AGO,8267,0.009918954880851578
230,Angola,Netherlands,58,NLD,AGO,8267,0.007015846135236483
231,Angola,Sweden,38,SWE,AGO,8267,0.0045965888472239026
232,Angola,Italy,35,ITA,AGO,8267,0.004233700254022015
233,Angola,Norway,35,NOR,AGO,8267,0.004233700254022015
234,Angola,Ukraine,26,UKR,AGO,8267,0.003145034474416354
235,Angola,South Africa,25,ZAF,AGO,8267,0.003024071610015725
236,Angola,Slovakia,24,SVK,AGO,8267,0.0029031087456150963
237,Angola,Czech Rep.,19,CZE,AGO,8267,0.0022982944236119513
238,Angola,Luxembourg,15,LUX,AGO,8267,0.001814442966009435
239,Angola,Argentina,14,ARG,AGO,8267,0.001693480101608806
240,Angola,Central African Rep.,14,CAF,AGO,8267,0.001693480101608806
241,Angola,Swaziland,11,SWZ,AGO,8267,0.001330591508406919
242,Angola,Spain,10,ESP,AGO,8267,0.00120962864400629
243,Angola,Hungary,5,HUN,AGO,8267,0.000604814322003145
244,Angola,Romania,5,ROU,AGO,8267,0.000604814322003145
245,Angola,Rwanda,5,RWA,AGO,8267,0.000604814322003145
246,Angola,Australia,0,AUS,AGO,8267,0.0
247,Angola,Benin,0,BEN,AGO,8267,0.0
248,Angola,Bolivia (Plurinational State of),0,BOL,AGO,8267,0.0
249,Angola,Botswana,0,BWA,AGO,8267,0.0
250,Angola,Burundi,0,BDI,AGO,8267,0.0
251,Angola,Cameroon,0,CMR,AGO,8267,0.0
252,Angola,Chile,0,CHL,AGO,8267,0.0
253,Angola,China,0,CHN,AGO,8267,0.0
254,Angola,Colombia,0,COL,AGO,8267,0.0
255,Angola,Costa Rica,0,CRI,AGO,8267,0.0
256,Angola,CÌ«te d'Ivoire,0,CIV,AGO,8267,0.0
257,Angola,Denmark,0,DNK,AGO,8267,0.0
258,Angola,Ecuador,0,ECU,AGO,8267,0.0
259,Angola,Egypt,0,EGY,AGO,8267,0.0
260,Angola,Greece,0,GRC,AGO,8267,0.0
261,Angola,Guyana,0,GUY,AGO,8267,0.0
262,Angola,India,0,IND,AGO,8267,0.0
263,Angola,Indonesia,0,IDN,AGO,8267,0.0
264,Angola,Kenya,0,KEN,AGO,8267,0.0
265,Angola,Malaysia,0,MYS,AGO,8267,0.0
266,Angola,Mauritania,0,MRT,AGO,8267,0.0
267,Angola,Mexico,0,MEX,AGO,8267,0.0
268,Angola,Morocco,0,MAR,AGO,8267,0.0
269,Angola,Mozambique,0,MOZ,AGO,8267,0.0
270,Angola,Panama,0,PAN,AGO,8267,0.0
271,Angola,Peru,0,PER,AGO,8267,0.0
272,Angola,Portugal,0,PRT,AGO,8267,0.0
273,Angola,Rep. of Korea,0,KOR,AGO,8267,0.0
274,Angola,Rep. of Moldova,0,MDA,AGO,8267,0.0
275,Angola,Russian Federation,0,RUS,AGO,8267,0.0
276,Angola,Senegal,0,SEN,AGO,8267,0.0
277,Angola,Trinidad and Tobago,0,TTO,AGO,8267,0.0
278,Angola,Turkey,0,TUR,AGO,8267,0.0
279,Angola,Uganda,0,UGA,AGO,8267,0.0
280,Angola,Uruguay,0,URY,AGO,8267,0.0
281,Angola,Zambia,0,ZMB,AGO,8267,0.0
282,Angola,Zimbabwe,0,ZWE,AGO,8267,0.0
283,Antigua and Barbuda,Canada,94,CAN,ATG,94,1.0
284,Antigua and Barbuda,Australia,0,AUS,ATG,94,0.0
285,Antigua and Barbuda,France,0,FRA,ATG,94,0.0
286,Antigua and Barbuda,Trinidad and Tobago,0,TTO,ATG,94,0.0
287,Antigua and Barbuda,United Kingdom,0,GBR,ATG,94,0.0
288,Antigua and Barbuda,United States of America,0,USA,ATG,94,0.0
289,Argentina,United States of America,55,USA,ARG,111,0.4954954954954955
290,Argentina,Canada,26,CAN,ARG,111,0.23423423423423423
291,Argentina,Germany,14,DEU,ARG,111,0.12612612612612611
292,Argentina,Brazil,11,BRA,ARG,111,0.0990990990990991
293,Argentina,Netherlands,5,NLD,ARG,111,0.04504504504504504
294,Argentina,Australia,0,AUS,ARG,111,0.0
295,Argentina,Chile,0,CHL,ARG,111,0.0
296,Argentina,Costa Rica,0,CRI,ARG,111,0.0
297,Argentina,Ecuador,0,ECU,ARG,111,0.0
298,Argentina,France,0,FRA,ARG,111,0.0
299,Argentina,Greece,0,GRC,ARG,111,0.0
300,Argentina,Israel,0,ISR,ARG,111,0.0
301,Argentina,Italy,0,ITA,ARG,111,0.0
302,Argentina,Liechtenstein,0,LIE,ARG,111,0.0
303,Argentina,Mexico,0,MEX,ARG,111,0.0
304,Argentina,Panama,0,PAN,ARG,111,0.0
305,Argentina,Peru,0,PER,ARG,111,0.0
306,Argentina,Spain,0,ESP,ARG,111,0.0
307,Argentina,Sweden,0,SWE,ARG,111,0.0
308,Argentina,Switzerland,0,CHE,ARG,111,0.0
309,Argentina,United Kingdom,0,GBR,ARG,111,0.0
310,Argentina,Uruguay,0,URY,ARG,111,0.0
311,Armenia,France,4113,FRA,ARM,10766,0.38203603938324354
312,Armenia,Germany,2038,DEU,ARM,10766,0.18929964703696822
313,Armenia,United States of America,1663,USA,ARM,10766,0.1544677689020992
314,Armenia,Austria,692,AUT,ARM,10766,0.06427642578487833
315,Armenia,Sweden,474,SWE,ARM,10766,0.044027493962474455
316,Armenia,Netherlands,416,NLD,ARM,10766,0.03864016347761471
317,Armenia,Italy,289,ITA,ARM,10766,0.02684376741593907
318,Armenia,Ukraine,192,UKR,ARM,10766,0.017833921605052944
319,Armenia,Switzerland,132,CHE,ARM,10766,0.0122608211034739
320,Armenia,Belgium,127,BEL,ARM,10766,0.011796396061675646
321,Armenia,Canada,85,CAN,ARM,10766,0.007895225710570313
322,Armenia,Argentina,78,ARG,ARM,10766,0.0072450306520527585
323,Armenia,Poland,78,POL,ARM,10766,0.0072450306520527585
324,Armenia,Denmark,70,DNK,ARM,10766,0.006501950585175552
325,Armenia,Czech Rep.,69,CZE,ARM,10766,0.006409065576815902
326,Armenia,United Kingdom,50,GBR,ARM,10766,0.004644250417982537
327,Armenia,Hungary,47,HUN,ARM,10766,0.004365595392903585
328,Armenia,Slovakia,34,SVK,ARM,10766,0.0031580902842281255
329,Armenia,Cyprus,26,CYP,ARM,10766,0.0024150102173509194
330,Armenia,Spain,23,ESP,ARM,10766,0.0021363551922719674
331,Armenia,Rep. of Moldova,19,MDA,ARM,10766,0.0017648151588333643
332,Armenia,Bulgaria,15,BGR,ARM,10766,0.0013932751253947612
333,Armenia,Greece,11,GRC,ARM,10766,0.0010217350919561584
334,Armenia,Ireland,11,IRL,ARM,10766,0.0010217350919561584
335,Armenia,Liechtenstein,8,LIE,ARM,10766,0.000743080066877206
336,Armenia,Luxembourg,6,LUX,ARM,10766,0.0005573100501579045
337,Armenia,Australia,0,AUS,ARM,10766,0.0
338,Armenia,Azerbaijan,0,AZE,ARM,10766,0.0
339,Armenia,Belarus,0,BLR,ARM,10766,0.0
340,Armenia,Brazil,0,BRA,ARM,10766,0.0
341,Armenia,Costa Rica,0,CRI,ARM,10766,0.0
342,Armenia,Croatia,0,HRV,ARM,10766,0.0
343,Armenia,Ecuador,0,ECU,ARM,10766,0.0
344,Armenia,Estonia,0,EST,ARM,10766,0.0
345,Armenia,Finland,0,FIN,ARM,10766,0.0
346,Armenia,Georgia,0,GEO,ARM,10766,0.0
347,Armenia,Iceland,0,ISL,ARM,10766,0.0
348,Armenia,Israel,0,ISR,ARM,10766,0.0
349,Armenia,Lebanon,0,LBN,ARM,10766,0.0
350,Armenia,Lithuania,0,LTU,ARM,10766,0.0
351,Armenia,Malta,0,MLT,ARM,10766,0.0
352,Armenia,Norway,0,NOR,ARM,10766,0.0
353,Armenia,Panama,0,PAN,ARM,10766,0.0
354,Armenia,Peru,0,PER,ARM,10766,0.0
355,Armenia,Philippines,0,PHL,ARM,10766,0.0
356,Armenia,Portugal,0,PRT,ARM,10766,0.0
357,Armenia,Rep. of Korea,0,KOR,ARM,10766,0.0
358,Armenia,Romania,0,ROU,ARM,10766,0.0
359,Armenia,Russian Federation,0,RUS,ARM,10766,0.0
360,Australia,Austria,0,AUT,AUS,0,
361,Australia,Brazil,0,BRA,AUS,0,
362,Australia,Canada,0,CAN,AUS,0,
363,Australia,Costa Rica,0,CRI,AUS,0,
364,Australia,Germany,0,DEU,AUS,0,
365,Australia,Greece,0,GRC,AUS,0,
366,Australia,Italy,0,ITA,AUS,0,
367,Australia,Sweden,0,SWE,AUS,0,
368,Australia,United Kingdom,0,GBR,AUS,0,
369,Australia,United States of America,0,USA,AUS,0,
370,Austria,Australia,0,AUS,AUT,0,
371,Austria,Canada,0,CAN,AUT,0,
372,Austria,France,0,FRA,AUT,0,
373,Austria,Germany,0,DEU,AUT,0,
374,Austria,Israel,0,ISR,AUT,0,
375,Austria,Panama,0,PAN,AUT,0,
376,Austria,Switzerland,0,CHE,AUT,0,
377,Austria,United States of America,0,USA,AUT,0,
378,Azerbaijan,Germany,3313,DEU,AZE,10878,0.30455966170251886
379,Azerbaijan,France,2916,FRA,AZE,10878,0.26806398234969664
380,Azerbaijan,Armenia,2034,ARM,AZE,10878,0.18698290126861555
381,Azerbaijan,Sweden,685,SWE,AZE,10878,0.06297113439970582
382,Azerbaijan,Austria,323,AUT,AZE,10878,0.029692958264386837
383,Azerbaijan,United States of America,298,USA,AZE,10878,0.027394741680455966
384,Azerbaijan,Canada,297,CAN,AZE,10878,0.02730281301709873
385,Azerbaijan,Netherlands,253,NLD,AZE,10878,0.0232579518293804
386,Azerbaijan,Ukraine,149,UKR,AZE,10878,0.013697370840227983
387,Azerbaijan,Switzerland,80,CHE,AZE,10878,0.007354293068578783
388,Azerbaijan,United Kingdom,79,GBR,AZE,10878,0.0072623644052215485
389,Azerbaijan,Belgium,75,BEL,AZE,10878,0.006894649751792609
390,Azerbaijan,Italy,62,ITA,AZE,10878,0.005699577128148557
391,Azerbaijan,Denmark,50,DNK,AZE,10878,0.004596433167861739
392,Azerbaijan,Norway,46,NOR,AZE,10878,0.0042287185144328
393,Azerbaijan,Finland,43,FIN,AZE,10878,0.0039529325243610955
394,Azerbaijan,Spain,32,ESP,AZE,10878,0.0029417172274315132
395,Azerbaijan,Czech Rep.,31,CZE,AZE,10878,0.0028497885640742784
396,Azerbaijan,Hungary,16,HUN,AZE,10878,0.0014708586137157566
397,Azerbaijan,Ireland,15,IRL,AZE,10878,0.0013789299503585218
398,Azerbaijan,Luxembourg,15,LUX,AZE,10878,0.0013789299503585218
399,Azerbaijan,Russian Federation,15,RUS,AZE,10878,0.0013789299503585218
400,Azerbaijan,Lithuania,12,LTU,AZE,10878,0.0011031439602868175
401,Azerbaijan,Australia,9,AUS,AZE,10878,0.000827357970215113
402,Azerbaijan,Turkmenistan,8,TKM,AZE,10878,0.0007354293068578783
403,Azerbaijan,Georgia,6,GEO,AZE,10878,0.0005515719801434088
404,Azerbaijan,Latvia,6,LVA,AZE,10878,0.0005515719801434088
405,Azerbaijan,Belarus,5,BLR,AZE,10878,0.00045964331678617393
406,Azerbaijan,Croatia,5,HRV,AZE,10878,0.00045964331678617393
407,Azerbaijan,Azerbaijan,0,AZE,AZE,10878,0.0
408,Azerbaijan,Bosnia and Herzegovina,0,BIH,AZE,10878,0.0
409,Azerbaijan,Bulgaria,0,BGR,AZE,10878,0.0
410,Azerbaijan,Cyprus,0,CYP,AZE,10878,0.0
411,Azerbaijan,Ecuador,0,ECU,AZE,10878,0.0
412,Azerbaijan,Egypt,0,EGY,AZE,10878,0.0
413,Azerbaijan,Estonia,0,EST,AZE,10878,0.0
414,Azerbaijan,Greece,0,GRC,AZE,10878,0.0
415,Azerbaijan,Iceland,0,ISL,AZE,10878,0.0
416,Azerbaijan,Israel,0,ISR,AZE,10878,0.0
417,Azerbaijan,Morocco,0,MAR,AZE,10878,0.0
418,Azerbaijan,Nicaragua,0,NIC,AZE,10878,0.0
419,Azerbaijan,Poland,0,POL,AZE,10878,0.0
